,Vehicle_model,Vehicle_Year,Vehicle_Rating,Review_Date,Author_Name,Vehicle_Name,Helpful_weight,Review_Title,Customer_Rating,Review
115,XC70,2013,4.8, 04/05/2016,Steve reddy,T6 4dr Wagon AWD (3.0L 6cyl Turbo 6A),2 of 2 people found this review helpful,"A great car!, Solid and very comfortable",5,"I am very fussy about my car buying and was considering an S550 or a Mercedes e350 wagon. The Volvo is very practical, with the best front seats I've ever sat in. Decent power with the 300horse T6. I have the Platinum trim level with every option. I have 34,500 miles on the car now, never in the shop except for oil changes. I love the big car driving feel, I hate little cars so I feel like this was a very good choice for me. The deal breaker on the Eclass Mercedes is that the seat cushion doesn't adjust in the tilt, in other words it stays flat and I could never get comfortable in my 2013 E550.
  Updated after 15 months of ownership. I added IPD rear away bar, quad tip mufflers and replaced the factory wheels with lighter alloys with Dunlop Direzzas. Car handles much better, next upgrade will be Polestar flash tune.
   I still love the audio system, great seats!! "
116,XC70,2013,4.8, 11/14/2017,Glenn,3.2 4dr Wagon (3.2L 6cyl 6A),1 of 1 people found this review helpful,A wagon that runs and handles like a sports car.,5,Great car. Overseas delivery was a blast. If you buy one in stock you can save on packages and transportation costs. 
117,XC70,2014,5.0, 03/31/2014,xira1,T6 4dr Wagon AWD (3.0L 6cyl Turbo 6A),22 of 24 people found this review helpful,Top Quality in Every Way,5,"After driving this car 65,000 miles, I can still say this is the best vehicle I have ever owned. I am less tired after a long freeway trip than in previous cars I have had, because of the excellent driving position, superior visibility, great road-holding feel (it feels like it drives itself when going 75 MPH), slightly heavy steering feel (which requires less effort during high-speed driving),  wonderful seats, blind-spot monitoring system, and a superior audio sound system. The cabin is also quiet, and AC is powerful. Nothing has broken, in spite of the car's electronic complexity, and the interior still looks very good because of the high quality of the materials. This model has been overlooked by most people, and is now discontinued, but I believe I've owned a gem. "
118,XC70,2014,5.0, 01/10/2015,xira1,T6 4dr Wagon AWD (3.0L 6cyl Turbo 6A),9 of 9 people found this review helpful,Three years later,5,"Here's what I said after one year: ""I now have been driving my XC70 for one year and 15,000 miles.  My impression, after looking at some other comparable cars, is that it remains a wonderful value in terms of interior quality.  Even the $50,000 Acura MDX doesn't have as nice an interior. Every component is top-notch. It's great for a long trip because of the comfort and the FABULOUS sound system. Where it disappoints is in driving dynamics; it's not really fun to drive; it's safe and predictable and road-holding but not exciting.""

Now that over 3 years and 43,000 miles have gone by, I have the same opinion.  I think this is a very under-recognized car. It is top-notch quality in all the materials. Nothing significant has gone wrong with the car (the battery wore out a bit early because too many components can be running on it when the engine is off). We love it for long trips and for its super-secure handling.  I also enjoy it for its lower-than-SUV lift-height (that makes it easier to get bikes inside and our kayaks on the roof; its also easier for our dogs to jump inside). I would definitely buy it again. "
119,XC70,2014,5.0, 08/28/2018,Angie,T6 4dr Wagon AWD (3.0L 6cyl Turbo 6A),1 of 1 people found this review helpful,Is it a wagon or an SUV?,5,"This was the perfect solution to a girl who only likes wagons, but whose aging parents need a vehicle that is easy to get in and out of when I drive them.  This fit the bill perfectly and was a real pleasure to drive.  The electronics, though not as advanced as other luxury cross-overs, were easy to operate. My only gripe is that Volvo no longer makes that model. "
120,XC70,2014,5.0, 09/06/2013,jim6090,T6 4dr Wagon AWD (3.0L 6cyl Turbo 6A),30 of 96 people found this review helpful,I can't believe I bought a Volvo,4.5,"My wife drives an 2010 XC60.
I
have always enjoyed it.
Shopping for a car for me took me down
a wide variety of paths.
 BMW and MBs Audi, Lexus and more.
I wanted a fun, economical and safe car being a grandfather of 4.
My old wagon was a 2010 chipped Passat.
 Enjoyed it, but just didn't feel safe and secure.


After much research I ordered a 2014 T6 with the platinum package.
 Again more research.
Had the Polestar installed.
 Can you say WOW.
If you want a fun car that gets low 20s on the highway.
 You just won't believe how well this car drives.
It will surprise you.
 Seats are most comfortable
of any car period.
Any price and brand.
I tried them all! I am 6 ft 2.
250 "
121,XC70,2015,4.4, 03/31/2014,neoskizzle,T6 4dr Wagon AWD w/Prod. End 5/14 (3.0L 6cyl Turbo 6A),48 of 48 people found this review helpful,Excellent niche vehicle,4.5,"Full disclosure: This is my 3rd XC70 and 5th Volvo. It's not that I'm a fanboi, they just best fit my current needs as family commuter and weekend sports equipment hauler. In fact, I shopped around A LOT before replacing my 2011 S60 T6 AWD with the 2015 XC70 T6 AWD. I'm not a fan of SUV looking vehicles but I require good rear leg room and ample cargo capacity. I also prefer more ground clearance than sedans+ as pot holes and high/steep curves have ruined my day in lower sitting cars. The wagon body-style is more popular in Europe and that suites me just fine. If you'd prefer a car but need more room and like the idea of extra ground clearance, you owe it to yourself to test drive an XC70. "
122,XC70,2015,4.4, 03/17/2015,Andrian Kouznetsov,T6 4dr Wagon AWD (3.0L 6cyl Turbo 6A),23 of 23 people found this review helpful,Volvo has customer service issues,4,"This is my fifth Volvo and the last one. 
I leased new XC70 2015 T6 AWD in and I have 15k miles on it. It is great car to some extend regardless of the price tag. It has unique combination of performance, luxury and utility and is well built. So what's the problem?

Soon after I leased the car local dealership was closed and I learned that according to ""Volvo's policies"" I have to drive 200 miles distance to the next dealership to get scheduled maintenance. Is this reasonable? I tried working though Volvo customer service, but have been politely stonewalled, the company has no method of filing customer complaints. They all come back to the same person. 

March 2016 update
The car behaves perfectly, after putting 20k miles on it, I like it more than right after the purchase. No mechanical issues or any issues. This car is really well built even comparing to previous Volvos that I had., Mileage 19 mpg in mixed city/freeway driving using premium gasoline. I changed oil three times and did tires balancing at about 17k miles.  Further impressions - this is not performance ""drivers car"".  But it got enough power to leave many ""drivers cars"" behind.  You just use this power not for driving fun but for driving comfort. That's probably a good definition for this car - very comfortable. I decided to keep the car for a bit longer and bought out the lease. 

As for Volvo fixing customer service issues - there is no visible progress, they dropped all their customers after closing some dealerships.

March 2017 update
The car still is as good as new and I am liking it more with every month passing by. Still getting between 19 to 20 mpg and it is about 25k miles now. There is Volvo recall to upgrade the software for AWD system. Well  now I do nave to drive 200 miles to closes dealership. "
123,XC70,2015,4.4, 11/03/2015,Roger Pratt,3.2 4dr Wagon AWD w/Prod. End 5/14 (3.2L 6cyl 6A),8 of 8 people found this review helpful,"Plenty of Performance, Value and Luxery",5,"Shop around for the best deal as prices continue to escalate on the XC70, first maintenance is at 10,000 miles, car is built solid and my only disappointment is the instrument cluster, which while functional, looks like it was lifted from the Ford Fusion. For me, this car provides sufficient power, great handling and comfort. It is full of metal and won't bend when you lean on it like my last Subaru Outback. I am surprised when auto reviewers say the engines are not adequate-I have to wonder why someone would buy and drive a station wagon like you would a performance sport car. Times have changed-driving is more self defensive and spent staying away from people texting and talking on their phones. This is a safe vehicle. It is fun to drive and easy to keep in the lanes. You will love it and it is easy/pleasurable to drive.  I am getting decent gas mileage (23 mpg) overall and I haven't even broken it in yet. I highly recommend this car-it will put a smile on your face every time you get behind the wheel. "
124,XC70,2015,4.4, 10/10/2016,Mike,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),3 of 3 people found this review helpful,My Third XC70,5,"One of the best overall packages available for people who like comfort, versatility and sport. "
125,XC70,2015,4.4, 09/25/2015,Mitch Johns,3.2 4dr Wagon AWD (3.2L 6cyl 6A),8 of 12 people found this review helpful,My first impressions after 700 miles,4,"We purchased an XC 70 platinum T6 3 liter that had an EPA mpg at 17/24 mpg. We chose this car after purchasing two BMW X1s in 2014 and 2015. I was a bit worried about the mpg and that I would be consuming more gas and hurting the environment. Well after our first major road trip of 430 miles in CA from N. Ca, through Sacramento to Palo Alto, I was impressed. You have to know that this road trip is primarily major state and federal highways, on roads that are very bumpy, can be stressful, and very heavy with traffic. We obtained an overall round-trip gas mileage of 25.6 mpg with cruising speeds of 70-80 mph, and considerable stop and go on these interstates. Frankly consider this route to be one of the worst traveling itinerary  that you could ever drive and put a car through. 
The best attribute of this car is the Volvo front car seats that are likely the most comfortable in a car. We purchased the car mostly for the front car seats as my wife has spinal issues that causes her great pain and discomfort about the third hour of a road trip. The seat comfort was the best of what could be expected given my wife's chronic aliments. I cannot say this for the back car seats as they are average, and the designers could have engineered more leg room for the rear passengers. Don't get the wrong impression, it is still better than the X1s that we have experienced.
The auto runs smooth, plenty of acceleration, low road noise, and takes the highway bumps with little lingering memory. What I might be critical of is the steering as it is a bit light and you don't have intuitive feeling you get out of a performance car such as a BMW X1. The handling around curves is slightly above average, but you should slow down a bit if it is a tight curve as there is a slight body lean and response for you to take it more slower than a performance car.
I have only 700 miles on the car and as you know, nothing is broken in yet, the engine especially. I will look forward to more (pleasurable) road trips and I anticipate that I will find the car much more superior and also expect to obtain slightly higher mpg on long road trips. There are no available safety ratings for this model, but it is a Volvo. The exterior body is very solid and the finish is excellent. We have learned much after purchasing three new cars in the last 24 months and anyone purchasing should do their homework in regards to invoice price, reviews of the car handling, etc. "
126,XC70,2015,4.4, 04/07/2018,Reg Wang,T6 4dr Wagon AWD (3.0L 6cyl Turbo 6A),1 of 1 people found this review helpful,"Like a truck, in a good way ",4,"This is literally the European truck. It’s used as a truck in Europe, the Russians abuse it & makes YouTube sensations. Family tow stuff with it, Scotland Yard police use it as police car, you name it. It’s just a beast. The ride is a bit like a boat, at low speed, but, at highway, it feels firm & goes over potholes with good isolation. Front & rear sensor helps a lot. Steering is not light but not heavy, it has a smooth, rubbery feel but definitely like like a F250 loose. In other words, long distance driving it’s not tiring. Acceleration is amazing at high way. Comfy seat no issues. Infotainment & voice control are reliable to use once you learn it. Mine has 29000 miles, there’s a bit of rear seat area squeaking but I’m yet to investigate why, could be just natural built quality. Note that my previous 2017 V60 CC feels tighter in built quality. Two gripes about Volvo Bluetooth, when using iPhones to make call, the voice vol of the other person is so low that it’s practically useless. Two, the two round front lower lights are “running lights”, unable to be controlled by any buttons. They don’t project much light & you just can’t tell if they are on or not. I’ve tried different XC70 all the same.  "
127,XC70,2015,4.4, 05/05/2018,Michael R.,T6 4dr Wagon AWD (3.0L 6cyl Turbo 6A),1 of 1 people found this review helpful,Great car with cargo capacity no longer available.,5,Some of these cars have a fold flat front passenger seat which greatly increases the cargo capacity of the car. I can put a 10 ft surfboard in mine without reducing visibility. This used to be a standard feature on many Volvos and then became optional. Unfortunately the newer models no longer have this feature and the car has lost a great practical feature. Very comfortable car for long trips. 
128,XC70,2015,4.4, 03/02/2016,Joe  H.,T6 4dr Wagon AWD (3.0L 6cyl Turbo 6A),1 of 2 people found this review helpful,Love my Volvo,5,"Volvo is amazing value – reliable, comfortable, quiet ride, solid, safe, and a pleasure to drive. I purchased a 2015 XC70 T6 Polestar. It is my third Volvo, currently has 20,000 miles. No problems. Lots of room for hauling. I like the XC70 because the rear seats fold flat, so you have over 5 feet length of flat area. I hauled a Stickley collector bookshelf over 1200 miles, for example. Also great for hauling dogs, and their crates. In my opinion this is the best road trip car -- ever. Super fast and hugs the road. Rain and snow are no problem for this gem. Traded in my 2009 S60 with 55,000 miles. I still miss that car, never a problem. My 2000 S70 sold to mom and dad, has over 120,000 miles, no problems. My experience with Volvo has been outstanding. The service from Volvo dealers has also been more than excellent. Sadly, I traded in my Volvo XC70 for a Porsche Macan S, that I like very much, partly because it is rear wheel drive based. I miss my Volvo, and think about her often.  If I had had more money, and a bigger garage, I would not have let her go. Somebody got an amazing car! "
129,XC70,2015,4.4, 12/27/2018,HH CRONIN,T6 4dr Wagon AWD (3.0L 6cyl Turbo 6A),0 of 10 people found this review helpful,"Everything but tires, alignment & customer service",1,"I bought this car right off the showroom floor, November 2014.  Loved it, so comfortable, great pick speed, cargo space, beautiful interior and exterior.  I have tire insecurity and no matter how well everything else works not knowing when your tires will get a flat or wear out so quickly, makes me feel unsafe, insecure about driving it, especially any road trips I take, which I do a lot living in New England.  Three out of the four tires got flats, one day when I was picking up my dad in another state, I went to replace the tire and they couldn't get it for 3 days, we had nowhere to stay and my Dad was very ill.  At that time there was only one tire you could use to replace it.  Luckily the garage next door plugged it but I drove 2 1/2 hours back home white knuckled with my elderly father.  It was nerve-racking.  Got two more flats, all different tires.  So starting with the four original tires, plus three, thats seven tire in less than 4 years and just was told I needed to replace all 4 tires this winter, that 11 tires in 4 years...so now instead of dealing with the lack of concern and attention to a customer's obvious issues with tires, alignment I'm trading in this car for one I feel confident and safe traveling at night, on a highway or back country roads.  Update: got rid of it and got an Audi Q7 in January 2019 "
130,XC70,2015,4.4, 02/28/2018,Colette,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),0 of 0 people found this review helpful,LOVE this car,5,"This is my 5th Volvo Wagon.  Upgraded from my 20-yr.old/260K V70 after the turbo seized.  This car is lovely.  Luxurious.  Zippy.  Beautiful.  Comfortable.  Plenty of leg room for my 6'2"" husband.  Seats are awesome (We don't use the back seat, however.  No kids.  But, the leather is beautiful, and more ports, etc., back there than one can imagine requiring.)  Didn't rate maintenance cost/reliability as I've only had it about 6 weeks, thus no experience with those issues.  Certainly seems solid and runs like a champ.  Bought the extended warranty, as am sure it is expensive to work on, based on past experience, if one wants to use Volvo parts.   Hoping it lasts another 20 years.  :-)  Due to the extensive safety features, full insurance coverage on this car was less than on the V70.  My mileage estimate figure isn't accurate, as I don't track that, but the form won't let me leave it blank.  Go with the mfg. specs, I guess, or find a review from someone who tracks that.  Seems fine to me. "
131,XC70,2015,4.4, 12/29/2019,Trophoblaster,T6 4dr Wagon AWD (3.0L 6cyl Turbo 6A),0 of 0 people found this review helpful,After 75000 miles in an T6 AWD,5,"Our 2015 XC70 T6 has been a delight. Great acceleration when needed.  Ample storage space.  Traveling in the winter has been reassuring with sure footing of all wheel drive.  The ride is superb with the legendary Volvo seats.  My wife's 95 year old mother can slide right into the back seat.   Servicing has been outstanding at Best Motors (ask for Dave).  However, this vehicle has not required anything but the routine maintenance and tires at 75,000 miles.  Anticipate keeping our Volvo in our stable for many years to come along side our 2003 Volvo V70. "
132,XC70,2015,4.4, 01/27/2020,Mommy Nguyen,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),0 of 0 people found this review helpful,Great wagon!!,5,"Love the solid construction of the wagon, very manageable, and has all the bells and whistles of safety and comfort. I bought it for myself, but my daughter loves it so much so I gave it to her. Bluetooth of the wagon is so strong that it picks up signals even when the phone is in the house. It has blind spot sensor and backup camera which are very useful and provide added safety for new drivers!! Thanks Volvo for making such a great car!! "
133,XC70,2016,4.9, 01/29/2016,DRS,T5 Premier 4dr Wagon AWD (2.5L 5cyl Turbo 6A),18 of 18 people found this review helpful,"""I now take the LONG way everywhere I go!""",5,"For my 40th birthday, my wife surprised me with a trip to the Volvo dealership. You see, a couple of years ago I had to bite the bullet and trade in my 08 XC90 for a Chrysler Town and Country minivan because of the kids. As minivans go, it's great, but... it's a minivan. So for my 40th, my wife said that we could trade in her '15 Subaru Forester for the new XC90! I test drove the 90 and it was great - really nice, but just a little too fancy. See, I'm an avid fly fisherman and I was having trouble picturing this very fancy SUV with muddy boots and waders in the back and mud all over the sides. Besides, I think the new '90 lost a lot of its ""Volvoness"". The XC70 on the other hand - beautiful classic Volvo. Just as comfortable on the side of a river as it is going out to dinner and a show in the city. So I test drove it and fell in love. The whole experience made it feel like the car was made for me. So we traded in the Forester, which I never quite fit into comfortably (I'm 6', 280lbs, but I carry it well ;) ), and leased the XC70. I picked up the car on New Year's Eve, 2015 and have been loving every bit of it for about a month now. The built in booster seats are awesome for the kids, the fold down passenger seat means I don't have to break down my fly rods to get them in the car, the iPhone app is ridiculously useful, I drove it in the Blizzard of '16 and it handled it like the ""blizzard"" of '15, I was a little worried about the lack of touch screen but having gotten used to the controls on the steering wheel I found them to be so much easier - especially with the rhino hooves that I have for hands! Every time - Every single time - I get into it, I smile. I smile, and I take the long way everywhere I go. Hey, with these gas prices, what's stoppin' me? "
134,XC70,2016,4.9, 08/29/2016,MMS,T5 Premier 4dr Wagon AWD (2.5L 5cyl Turbo 6A),14 of 14 people found this review helpful,Reunited,5,"Sold my 2004 xc70 5 years and two cars ago with 150,000 miles on it.  Missed it from day one.  When I heard this was the last year for the model I had to get one.  Best car ever.  Solid ride, excellent performance with the 5 cylinder engine.   The best all around car on the road.  The Golden Retriever of the car industry. "
135,XC70,2016,4.9, 01/20/2016,John Sibilia,T5 Premier 4dr Wagon AWD (2.5L 5cyl Turbo 6A),12 of 12 people found this review helpful,My new volvo XC70,4,"Picked up the volvo about three weeks ago after driving a BMW530 for twelve years.  Decided to lease the car in case I missed the sporty feel of a sedan.  However, after a few weeks I really like the convenience of the wagon, more room for the dog, golf clubs and hitch on the back for the bikes.  Electronics are simple and intuitive.  I really like the wifi hot spot feature in this 2016 model.  Comfort is excellent compared to the beamer.  The only thing I don't like is the low gas mileage but I knew this would be the trade-off with the four wheel drive.  With gas prices low and living in NJ, I was willing to give up gas efficiency to feel safer especially when it snows.  So far, I'm very happy with this car. "
136,XC70,2016,4.9, 12/29/2015,Robin Kirk,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),9 of 9 people found this review helpful,A Super Solid Choice,5,"My Audi A8 just turned  4 years old and 60k miles and I was looking for a comfortable, practical SUV/Wagon replacement that didn't cost as much.
I drove the Q5 and Allroad, the BMW X3 and X5, and the V60, XC60 and XC70. Although an older design, the XC70 was just more comfortable, more practical and less flashy. It is powerful, quiet, extremely comfortable and handles reasonably well. The technology package is state-of-the-art and the IPhone App is just great.
With just under 1000 miles in the past month, I am quite delighted.
I was worried that ""trading down"" from the A8 would be painful, but am really quite pleased.
The fuel economy isn't too good, but with current gas prices, it doesn't hurt too much.
I would strongly recommend this car. "
137,XC70,2016,4.9, 11/09/2016,JimT,T5 Platinum 4dr Wagon AWD (2.5L 5cyl Turbo 6A),8 of 8 people found this review helpful,Don't Let This One Get Away,5,"Volvo has sold a wagon with a vertical liftgate since 1953.  This is the last, don't let it get away.  My 5th Volvo and the best yet.  7K miles on it so far.  For a huge wagon, the steering is responsive with good feedback.  Breaks are awesome.  They have finally eliminated the torque steer, totally, which was present on my 1998 V70XC and worse on my 2007 XC70.  the 2007 had terrible wet braking, the 2016 has great wet road brakes.  Very quiet, very comfortable, good electronics.  Better than 27mpg in mostly highway driving.  Next year's 2017 cross country costs 18 thousand dollars more and may not be as good.  The 2017 has a hatchback, cutting cargo room, and a 4cyl engine which may not be as smooth, at least, not yet.  This 2016 has the tried and true 5 banger.  The only downside is that the 6 speed auto is a little reluctant to downshift, you have to mash the throttle a little or shift manually.  Oh, and the active safety already prevented a collision for me, accelerating onto a highway, checking the left mirror, did not notice the stopped traffic ahead until the Volvo applied the brakes for me.   Thanks, Volvo. "
138,XC70,2016,4.9, 11/16/2016,David Abrams,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),8 of 8 people found this review helpful,Best Car I've Ever Owned!,5,"I've had my XC70 for about a month and have just over 1,000 miles on it.  So far, I'm loving the vehicle more each time I drive it.  This car is simply a pleasure to drive.  It's quiet and comfortable on the road.  The technology is amazing and very well thought out.  Every time I get in, I'm impressed at how the design blends elegance and function.  I really feel like this is a special vehicle and I'm at a loss to understand why Volvo is discontinuing it.  I'd been considering the XC-70 and the Subaru Outback for the past several years.  However, having made the purchase, I'm really glad that I went with the Volvo.  Having test drove the Outback I can say that it doesn't come close to the ride my XC-70 provides.  Also, the seats in the XC-70 are simply amazing.  They're the most comfortable car seats I've ever experienced.  Some reviewers complain that the car is sluggish or doesn't handle well, but that's not been my experience.  It's not a small car, so it's not as nimble as a sports car might be, but it feels solid on the road and the acceleration seems more than adequate to me. "
139,XC70,2016,4.9, 08/06/2016,AnnetteW,T5 Premier 4dr Wagon AWD (2.5L 5cyl Turbo 6A),7 of 7 people found this review helpful,Beautiful new XC70,5,"Love my new Volvo XC - after driving my 2001 V40 with over 172,000!  Before buying also considered a Subaru Forester and Subaru Crosstrek.  What sold me on the Volvo was the longer warranty period - 4 years/50,000 miles; 12 year rust protection - I live in Western Massachusetts where they salt and sand profusely in the winter; and the alloy wheels.  The interior is so luxurious to me and the people at Gengras Volvo in East Hartford gave me the best deal compared to 2 other Volvo dealers.  I won't really know how the AWD does in winter because I just got the car - so far the handling is stable; and because the wheelbase and size are larger than my old V40 I am adjusting to how it handles with parking and taking the curves - still breaking it in with only 302 miles so far.  The other thing that sold me was the cargo design and layout - my goal is to get to some National Parks to camp in the future - and the 250 horsepower and ability to tow were also part of my decision.  And I love the turbo - my V40 has such great pep - and I have loved that capacity.  The XC70 does weigh more - so haven't tested the pep of the turbo yet - still being cautious as I adjust to the new height - but love being able to just get in the car - rather than have to lower my body as I did in my V40.  And I just get out - so getting in and out is pretty neutral.  Love the proximity package and can see that when my hands are full it will be a blessing; the tailgate with auto up and down - fantastic! And the flat trunk - great for tailgating and picnics.  All the new technology - navigation; phone; etc. - I am still learning how to use this - so can't really make a call on this yet - plus this stuff didn't exist on my 2001 V40. And have to get the new garage door opener programmed yet - that's how new it is to me.

One year later - and I still LOVE my new XC 70!!  Currently, I have over 18,000 miles! The XC70 was a real champion in the winter - I was on a small hill and the lead car at the stop light was spinning and going no where - there was one car in between - I backed up my XC70 and with my AWD went around both cars up the same hill and went on my way!! Then I drove through a blowing snow storm down to New Jersey and again, the XC 70 made the trip - it is wonderful and the AWD is fantastic!  Before buying I had checked out the difference in the Haldex versus symmetrical drive - and I am convinced that the Haldex is the way to go.  Over the summer I was also able to test out the turbo when passing on some two lane roads in North Carolina, Virginia, and Ohio and it has pep to get around when needed - on two lane roads I don't take time to pass - so the turbo punch does an amazing job and does it well considering the size and weight.  Still leaning to adjust to the new features, but the back up camera is one that has helped so much - it is a great feature and the hands free telephone is wonderful.  Other features that have come in handy - the remote start and the ability to lock the car from afar or to be sure it's locked - especially after parking at the airport.  Still adjusting to the higher center of gravity - especially as I was driving through West Virginia on some very long up and down curves - but it performed beautifully.  The car has been to Northern Michigan, across part of Canada and New York state!  When going across Canada - I was trying to figure out how to get the odometer to switch to kilometers per hour - still have to look that one up - so I turned to the fuel consumption feature where I based my best guess when it indicated I was consuming 100 kmh to estimate the speed I should be going.  Compared to my old low road hugging V40 - it takes time to learn how to steer a car with a higher center of gravity and higher ground clearance - which I need for the snow - but as I am learning - the car is performing beautifully.  And I am so happy with the service department at the Gengras Volvo dealer in East Hartford.   One year later - and know I made the right decision to buy the XC70!!  I can't believe they still don't make this car!

Okay, my odometer now reads 28,921 - I have been racking up the miles. Still love my XC70 and it has taken everywhere I need to go up and down the East coast - summer, winter, fall and spring. And amazingly it still cranked this winter when the temperatures hung in the -10 to -18 range for three weeks in the morning. The folks at Gengras Volvo are still doing a great job for all me service and I couldn’t be happier with my “new” Volvo.

My odometer now reads over 81,000 miles and still love my car and am totally thrilled with the visibility.  I am a short person and the ability to see is obstructed by cars with those swept up backs - but this car still has great windows to see all around.  And it can be a real work horse when you have to move boxes and load up the back.  I am still so thrilled to own this car! "
140,XC70,2016,4.9, 03/17/2017,FirstVolvo,T5 Platinum 4dr Wagon AWD (2.5L 5cyl Turbo 6A),7 of 7 people found this review helpful,Safety First,5,"Except for the fact that this unit must have some infrared sign saying 'Hit Me' in it, I am actually thrilled by the purchase.  At 600 miles, before the first installment was due, a deer jumped in front of the car while it traveled 60 MPH.  Front airbags deployed and car brought itself to safe stop.  Two occupants, including a 93 y.o. man, climbed out unscathed and without post accident issues.  Volvo safety operators immediately called the car and summoned police, EMT squad , and fire truck.  Out of state repair at Volvo dealership in Syracuse NY was exemplary.  Now with 13,000 miles, the car was rear ended by 1 ton pick up truck with dual rear wheels.  XC-70 bumper and hitch took brunt of impact.  Volvo drove home, but offending pick up was not so lucky.  Volvo hitch saved much rear end damage and transferred much of the impact to the colliding vehicle.  Dealership service in two different states has been excellent.  This is an extremely safe and comfortable vehicle, although I could do without further safety system tests. "
141,XC70,2016,4.9, 01/25/2016,Dhp,T5 Platinum 4dr Wagon AWD (2.5L 5cyl Turbo 6A),10 of 11 people found this review helpful,Best Volvo Yet,5,"Professional review was correct - crossover substitute (in fact, XC70 is titled as a crossover). 

Super comfortable street-legal tank. Our last XC70 held up to an accident like a tank and this model seems even heavier and more stable. "
142,XC70,2016,4.9, 05/03/2016,Lisa B,T5 Drive-E Classic Platinum 4dr Wagon (2.0L 4cyl Turbo 8A),10 of 15 people found this review helpful,I love this car!! I own a 2006 and 16!,5,"This car is comfy, rides like a dream, has great pick up and is spacious and easy. "
143,XC70,2016,4.9, 05/04/2019,Milan,T5 Drive-E Premier 4dr Wagon (2.0L 4cyl Turbo 8A),3 of 5 people found this review helpful,Couldn't resist,5,"When I drove my sister's 2002 XC70 last year I couldn't believe how comfortable this car still was and how smooth the car handled and sounded. Had a chance to test drive the 2016 FWD XC70 and was seduced by this Viking beauty immediately. Didn't need the AWD and prefer the great gas mileage with the FWD. This car was superior to Highlander, Outback, V60, and a few other mid range SUV's that I had a chance to test drive. Seat comfort is equal to our 2013 Sienna Limited. Road noise in XC70 is minimal. This car is a refreshing alternative to cookie cutter Outbacks and SUV's. Audio controls are dated but sound system is excellent. I have to say that I feel much safer driving this very solid wagon. Both sons fit comfortably in the rear seats and they are 6'3"" and 6'5"". My back feels great after driving 3 to 3.5 hours per day! "
144,XC70,2016,4.9, 03/04/2019,Irving Gates,T5 Platinum 4dr Wagon AWD (2.5L 5cyl Turbo 6A),2 of 3 people found this review helpful,Bought the car out of the lease!,5,XC70 discontinued after 2016. Disaster. This is by far the most comfortable and satisfying car I have ever driven (I am 80). I leased it and my lease is up in April. No other car will fit my bill so far. Love to have an electric but no place for charger. 
145,S60,2011,5.0, 06/04/2011,ravidas,T6 4dr Sedan AWD (3.0L 6cyl Turbo 6A),10 of 10 people found this review helpful,My Sexy S60,5,"When I first test drove the car here in Michigan, I did not want to stop driving it. It felt that good! It was a pure monster with poise, elegance and personality.

Then I went to Gothenburg to pick the car up in late Oct 2010 as part of the Overseas Delivery Program. 

I was blown away by the entire deal: great Swedish hospitality and the truly satisfying factory delivery center experience. Due to timing, I could not drive it around Europe, but was more anxious to have it shipped back to the US! 

I received it in December, just before Christmas :)

To summarise the S60: It is a pure engineering marvel, that blends sportiness and safety in one outstanding package! "
146,S60,2011,5.0, 10/28/2011,originalsix,T6 4dr Sedan AWD (3.0L 6cyl Turbo 6A),6 of 6 people found this review helpful,"Six Months In, Still Pleased",5,"No other mid size luxury sedan can compete with the value offered in the S60 T6.
It's faster than 2003 BMW 530, it has AWD, bluetooth and ipod, has 5-year free maintenance.
All for around $15k lower than the BMW,Audi,Lexus, etc.
On the last day of March '11, the dealer gave me invoice price (and preinstalled Bliss and keyless entry at no cost).
- Drives more like a Lexus/Infinity than a German car. "
147,S60,2011,5.0, 04/17/2018,jasdroe,T6 4dr Sedan AWD (3.0L 6cyl Turbo 6A),6 of 6 people found this review helpful,Best car out of the 30 vehicles I have owned,5,"Even though such features are now much more common, the 2011 Volvo S60 T6 was the first sedan to offer all these things together: pedestrian detection, automatic braking , blind spot monitoring, lane departure warning, driver alert monitoring, and adaptive cruise control, along with front and rear cameras, AWD, torque vectoring, traction control, rear fog light with real time traffic monitoring with the navigation. All of these systems have worked flawlessly since 2011. So what's not to like in a car with super comfortable seats, a rear entertainment system, and 300 hp on regular gas? Well, the trunk could have been bigger and space for a temporary spare designed into the floor of the trunk. Oh, and a heated steering wheel would have been nice. "
148,S60,2011,5.0, 11/18/2010,Lennart,T6 4dr Sedan AWD (3.0L 6cyl Turbo 6A),5 of 5 people found this review helpful,Marvelous design,4.88,"Went to Goteborg, Sweden to pick up my new 2011 Volvo S60 in October and people would come up to the car and admire the style. I picked white exterior with 2 tone leather brown/black. The car feels secure and the rain in Sweden did not stop us from driving 900 miles in a couple of days. Need to work on all the knobs but all in all this car will be a success. "
